t,ax,ay,ayaw,av,aomega,ox0,oy0,ovx0,ovy0,or0,ox1,oy1,ovx1,ovy1,or1,ox2,oy2,ovx2,ovy2,or2,ox3,oy3,ovx3,ovy3,or3,ox4,oy4,ovx4,ovy4,or4,ox5,oy5,ovx5,ovy5,or5,ox6,oy6,ovx6,ovy6,or6,ox7,oy7,ovx7,ovy7,or7
17.364,58.83,60.39,2.405,15.0,-2.5,371.77,163.37,62.57,-82.36,10.0,217.68,52.95,72.64,-37.56,10.0,683.39,129.83,48.04,-92.24,10.0,614.58,84.74,-30.16,-31.02,10.0,628.27,419.88,7.27,-62.16,10.0,772.64,215.06,55.99,8.45,10.0,492.31,531.1,65.25,-17.47,10.0,62.1,187.86,-2.8,-63.33,10.0
17.38,58.66,60.56,2.365,15.0,-2.5,372.77,162.05,62.57,-82.36,10.0,218.84,52.35,72.64,-37.56,10.0,684.16,128.35,48.04,-92.24,10.0,614.1,84.24,-30.16,-31.02,10.0,628.39,418.89,7.27,-62.16,10.0,773.54,215.2,55.99,8.45,10.0,493.35,530.83,65.25,-17.47,10.0,62.06,186.85,-2.8,-63.33,10.0
17.397,58.66,60.56,2.322,0.0,-2.5,373.83,160.65,62.57,-82.36,10.0,220.08,51.71,72.64,-37.56,10.0,684.98,126.78,48.04,-92.24,10.0,613.58,83.72,-30.16,-31.02,10.0,628.51,417.83,7.27,-62.16,10.0,774.49,215.34,55.99,8.45,10.0,494.46,530.53,65.25,-17.47,10.0,62.01,185.77,-2.8,-63.33,10.0
17.422,58.66,60.56,2.26,0.0,-2.5,375.4,158.59,62.57,-82.36,10.0,221.9,50.77,72.64,-37.56,10.0,686.18,124.48,48.04,-92.24,10.0,612.83,82.94,-30.16,-31.02,10.0,628.69,416.28,7.27,-62.16,10.0,775.89,215.55,55.99,8.45,10.0,496.09,530.09,65.25,-17.47,10.0,61.94,184.19,-2.8,-63.33,10.0
17.439,58.66,60.56,2.217,0.0,-2.5,376.46,157.19,62.57,-82.36,10.0,223.13,50.13,72.64,-37.56,10.0,687.0,122.91,48.04,-92.24,10.0,612.32,82.41,-30.16,-31.02,10.0,628.82,415.22,7.27,-62.16,10.0,776.84,215.69,55.99,8.45,10.0,497.2,529.79,65.25,-17.47,10.0,61.89,183.11,-2.8,-63.33,10.0
17.456,58.66,60.56,2.175,0.0,-2.5,377.53,155.79,62.57,-82.36,10.0,224.37,49.49,72.64,-37.56,10.0,687.81,121.34,48.04,-92.24,10.0,611.8,81.89,-30.16,-31.02,10.0,628.94,414.16,7.27,-62.16,10.0,777.79,215.84,55.99,8.45,10.0,498.31,529.5,65.25,-17.47,10.0,61.85,182.03,-2.8,-63.33,10.0
17.472,58.66,60.56,2.135,0.0,-2.5,378.53,154.47,62.57,-82.36,10.0,225.53,48.89,72.64,-37.56,10.0,688.58,119.86,48.04,-92.24,10.0,611.32,81.39,-30.16,-31.02,10.0,629.06,413.17,7.27,-62.16,10.0,778.69,215.97,55.99,8.45,10.0,499.35,529.22,65.25,-17.47,10.0,61.8,181.02,-2.8,-63.33,10.0
17.489,58.66,60.56,2.092,0.0,-2.5,379.59,153.07,62.57,-82.36,10.0,226.76,48.25,72.64,-37.56,10.0,689.4,118.3,48.04,-92.24,10.0,610.81,80.86,-30.16,-31.02,10.0,629.18,412.11,7.27,-62.16,10.0,779.64,216.12,55.99,8.45,10.0,500.46,528.92,65.25,-17.47,10.0,61.76,179.94,-2.8,-63.33,10.0
17.506,58.66,60.56,2.05,0.0,-2.5,380.65,151.67,62.57,-82.36,10.0,228.0,47.61,72.64,-37.56,10.0,690.21,116.73,48.04,-92.24,10.0,610.3,80.33,-30.16,-31.02,10.0,629.3,411.05,7.27,-62.16,10.0,780.59,216.26,55.99,8.45,10.0,501.57,528.62,65.25,-17.47,10.0,61.71,178.87,-2.8,-63.33,10.0
17.523,58.66,60.56,2.007,0.0,-2.5,381.72,150.27,62.57,-82.36,10.0,229.23,46.98,72.64,-37.56,10.0,691.03,115.16,48.04,-92.24,10.0,609.78,79.81,-30.16,-31.02,10.0,629.43,410.0,7.27,-62.16,10.0,781.54,216.4,55.99,8.45,10.0,502.68,528.33,65.25,-17.47,10.0,61.66,177.79,-2.8,-63.33,10.0
17.54,58.66,60.56,1.965,0.0,-2.5,382.78,148.87,62.57,-82.36,10.0,230.47,46.34,72.64,-37.56,10.0,691.85,113.59,48.04,-92.24,10.0,609.27,79.28,-30.16,-31.02,10.0,629.55,408.94,7.27,-62.16,10.0,782.49,216.55,55.99,8.45,10.0,503.79,528.03,65.25,-17.47,10.0,61.61,176.71,-2.8,-63.33,10.0
17.556,58.66,60.56,1.925,0.0,-2.5,383.78,147.55,62.57,-82.36,10.0,231.63,45.74,72.64,-37.56,10.0,692.62,112.12,48.04,-92.24,10.0,608.79,78.78,-30.16,-31.02,10.0,629.67,407.95,7.27,-62.16,10.0,783.39,216.68,55.99,8.45,10.0,504.83,527.75,65.25,-17.47,10.0,61.57,175.7,-2.8,-63.33,10.0
17.573,58.66,60.56,1.882,0.0,-2.5,384.85,146.15,62.57,-82.36,10.0,232.86,45.1,72.64,-37.56,10.0,693.43,110.55,48.04,-92.24,10.0,608.28,78.26,-30.16,-31.02,10.0,629.79,406.89,7.27,-62.16,10.0,784.34,216.83,55.99,8.45,10.0,505.94,527.45,65.25,-17.47,10.0,61.52,174.62,-2.8,-63.33,10.0
17.59,58.66,60.56,1.84,0.0,-2.5,385.91,144.75,62.57,-82.36,10.0,234.1,44.46,72.64,-37.56,10.0,694.25,108.98,48.04,-92.24,10.0,607.76,77.73,-30.16,-31.02,10.0,629.92,405.83,7.27,-62.16,10.0,785.29,216.97,55.99,8.45,10.0,507.05,527.16,65.25,-17.47,10.0,61.47,173.55,-2.8,-63.33,10.0
17.606,58.66,60.56,1.8,0.0,-2.5,386.91,143.43,62.57,-82.36,10.0,235.26,43.86,72.64,-37.56,10.0,695.02,107.5,48.04,-92.24,10.0,607.28,77.23,-30.16,-31.02,10.0,630.03,404.84,7.27,-62.16,10.0,786.19,217.1,55.99,8.45,10.0,508.1,526.88,65.25,-17.47,10.0,61.43,172.53,-2.8,-63.33,10.0
17.63,58.66,60.56,1.74,0.0,-2.5,388.41,141.46,62.57,-82.36,10.0,237.01,42.96,72.64,-37.56,10.0,696.17,105.29,48.04,-92.24,10.0,606.56,76.49,-30.16,-31.02,10.0,630.21,403.35,7.27,-62.16,10.0,787.53,217.31,55.99,8.45,10.0,509.66,526.46,65.25,-17.47,10.0,61.36,171.01,-2.8,-63.33,10.0
17.646,58.66,60.56,1.7,0.0,-2.5,389.41,140.14,62.57,-82.36,10.0,238.17,42.36,72.64,-37.56,10.0,696.94,103.82,48.04,-92.24,10.0,606.07,75.99,-30.16,-31.02,10.0,630.32,402.35,7.27,-62.16,10.0,788.43,217.44,55.99,8.45,10.0,510.71,526.18,65.25,-17.47,10.0,61.32,170.0,-2.8,-63.33,10.0
17.663,58.66,60.56,1.657,0.0,-2.5,390.48,138.74,62.57,-82.36,10.0,239.4,41.72,72.64,-37.56,10.0,697.76,102.25,48.04,-92.24,10.0,605.56,75.46,-30.16,-31.02,10.0,630.45,401.3,7.27,-62.16,10.0,789.38,217.59,55.99,8.45,10.0,511.81,525.88,65.25,-17.47,10.0,61.27,168.92,-2.8,-63.33,10.0
17.68,58.66,60.56,1.615,0.0,-2.5,391.54,137.34,62.57,-82.36,10.0,240.64,41.08,72.64,-37.56,10.0,698.57,100.68,48.04,-92.24,10.0,605.05,74.94,-30.16,-31.02,10.0,630.57,400.24,7.27,-62.16,10.0,790.0,217.73,-55.99,8.45,10.0,512.92,525.59,65.25,-17.47,10.0,61.22,167.85,-2.8,-63.33,10.0
17.697,58.66,60.56,1.572,0.0,-2.5,392.61,135.94,62.57,-82.36,10.0,241.87,40.44,72.64,-37.56,10.0,699.39,99.11,48.04,-92.24,10.0,604.54,74.41,-30.16,-31.02,10.0,630.69,399.18,7.27,-62.16,10.0,789.05,217.87,-55.99,8.45,10.0,514.03,525.29,65.25,-17.47,10.0,61.17,166.77,-2.8,-63.33,10.0
17.713,58.66,60.56,1.532,0.0,-2.5,393.61,134.62,62.57,-82.36,10.0,243.03,39.84,72.64,-37.56,10.0,700.16,97.64,48.04,-92.24,10.0,604.05,73.91,-30.16,-31.02,10.0,630.81,398.19,7.27,-62.16,10.0,788.15,218.01,-55.99,8.45,10.0,515.08,525.01,65.25,-17.47,10.0,61.13,165.76,-2.8,-63.33,10.0
17.729,58.66,60.56,1.492,0.0,-2.5,394.61,133.3,62.57,-82.36,10.0,244.2,39.24,72.64,-37.56,10.0,700.93,96.16,48.04,-92.24,10.0,603.57,73.42,-30.16,-31.02,10.0,630.93,397.19,7.27,-62.16,10.0,787.26,218.14,-55.99,8.45,10.0,516.12,524.73,65.25,-17.47,10.0,61.08,164.74,-2.8,-63.33,10.0
17.746,58.66,60.56,1.45,0.0,-2.5,395.67,131.9,62.57,-82.36,10.0,245.43,38.6,72.64,-37.56,10.0,701.74,94.59,48.04,-92.24,10.0,603.06,72.89,-30.16,-31.02,10.0,631.05,396.14,7.27,-62.16,10.0,786.3,218.29,-55.99,8.45,10.0,517.23,524.43,65.25,-17.47,10.0,61.04,163.67,-2.8,-63.33,10.0
17.762,58.66,60.56,1.41,0.0,-2.5,396.67,130.59,62.57,-82.36,10.0,246.59,38.0,72.64,-37.56,10.0,702.51,93.12,48.04,-92.24,10.0,602.57,72.39,-30.16,-31.02,10.0,631.17,395.14,7.27,-62.16,10.0,785.41,218.42,-55.99,8.45,10.0,518.27,524.15,65.25,-17.47,10.0,60.99,162.65,-2.8,-63.33,10.0
17.779,58.66,60.56,1.367,0.0,-2.5,397.74,129.19,62.57,-82.36,10.0,247.83,37.36,72.64,-37.56,10.0,703.33,91.55,48.04,-92.24,10.0,602.06,71.87,-30.16,-31.02,10.0,631.29,394.09,7.27,-62.16,10.0,784.46,218.57,-55.99,8.45,10.0,519.38,523.86,65.25,-17.47,10.0,60.94,161.58,-2.8,-63.33,10.0
17.795,58.66,60.56,1.327,0.0,-2.5,398.74,127.87,62.57,-82.36,10.0,248.99,36.76,72.64,-37.56,10.0,704.1,90.07,48.04,-92.24,10.0,601.58,71.37,-30.16,-31.02,10.0,631.41,393.09,7.27,-62.16,10.0,783.56,218.7,-55.99,8.45,10.0,520.43,523.58,65.25,-17.47,10.0,60.9,160.56,-2.8,-63.33,10.0
17.812,58.66,60.56,1.285,0.0,-2.5,399.8,126.47,62.57,-82.36,10.0,250.23,36.12,72.64,-37.56,10.0,704.91,88.5,48.04,-92.24,10.0,601.07,70.84,-30.16,-31.02,10.0,631.53,392.04,7.27,-62.16,10.0,782.61,218.84,-55.99,8.45,10.0,521.54,523.28,65.25,-17.47,10.0,60.85,159.49,-2.8,-63.33,10.0
17.832,58.66,60.56,1.235,0.0,-2.5,401.05,124.82,62.57,-82.36,10.0,251.68,35.37,72.64,-37.56,10.0,705.87,86.66,48.04,-92.24,10.0,600.46,70.22,-30.16,-31.02,10.0,631.67,390.79,7.27,-62.16,10.0,781.49,219.01,-55.99,8.45,10.0,522.84,522.93,65.25,-17.47,10.0,60.8,158.22,-2.8,-63.33,10.0
17.849,58.66,60.56,1.192,0.0,-2.5,402.12,123.42,62.57,-82.36,10.0,252.91,34.73,72.64,-37.56,10.0,706.69,85.09,48.04,-92.24,10.0,599.95,69.7,-30.16,-31.02,10.0,631.8,389.74,7.27,-62.16,10.0,780.54,219.16,-55.99,8.45,10.0,523.95,522.63,65.25,-17.47,10.0,60.75,157.14,-2.8,-63.33,10.0
17.865,58.66,60.56,1.152,0.0,-2.5,403.12,122.1,62.57,-82.36,10.0,254.08,34.13,72.64,-37.56,10.0,707.46,83.62,48.04,-92.24,10.0,599.47,69.2,-30.16,-31.02,10.0,631.91,388.74,7.27,-62.16,10.0,779.64,219.29,-55.99,8.45,10.0,524.99,522.35,65.25,-17.47,10.0,60.7,156.13,-2.8,-63.33,10.0
17.882,58.66,60.56,1.11,0.0,-2.5,404.18,120.7,62.57,-82.36,10.0,255.31,33.49,72.64,-37.56,10.0,708.28,82.05,48.04,-92.24,10.0,598.96,68.67,-30.16,-31.02,10.0,632.04,387.68,7.27,-62.16,10.0,778.69,219.44,-55.99,8.45,10.0,526.1,522.06,65.25,-17.47,10.0,60.66,155.05,-2.8,-63.33,10.0
17.898,58.66,60.56,1.07,0.0,-2.5,405.18,119.38,62.57,-82.36,10.0,256.47,32.89,72.64,-37.56,10.0,709.04,80.57,48.04,-92.24,10.0,598.47,68.18,-30.16,-31.02,10.0,632.15,386.69,7.27,-62.16,10.0,777.79,219.57,-55.99,8.45,10.0,527.15,521.78,65.25,-17.47,10.0,60.61,154.04,-2.8,-63.33,10.0
17.914,58.66,60.56,1.03,0.0,-2.5,406.18,118.07,62.57,-82.36,10.0,257.64,32.29,72.64,-37.56,10.0,709.81,79.1,48.04,-92.24,10.0,597.99,67.68,-30.16,-31.02,10.0,632.27,385.7,7.27,-62.16,10.0,776.9,219.71,-55.99,8.45,10.0,528.19,521.5,65.25,-17.47,10.0,60.57,153.03,-2.8,-63.33,10.0
17.93,58.66,60.56,0.99,0.0,-2.5,407.18,116.75,62.57,-82.36,10.0,258.8,31.69,72.64,-37.56,10.0,710.58,77.62,48.04,-92.24,10.0,597.51,67.18,-30.16,-31.02,10.0,632.39,384.7,7.27,-62.16,10.0,776.0,219.84,-55.99,8.45,10.0,529.24,521.22,65.25,-17.47,10.0,60.52,152.01,-2.8,-63.33,10.0
17.947,58.66,60.56,0.947,0.0,-2.5,408.25,115.35,62.57,-82.36,10.0,260.03,31.05,72.64,-37.56,10.0,711.4,76.05,48.04,-92.24,10.0,596.99,66.66,-30.16,-31.02,10.0,632.51,383.64,7.27,-62.16,10.0,775.05,219.98,-55.99,8.45,10.0,530.34,520.92,65.25,-17.47,10.0,60.48,150.94,-2.8,-63.33,10.0
17.964,58.66,60.56,0.905,0.0,-2.5,409.31,113.95,62.57,-82.36,10.0,261.27,30.41,72.64,-37.56,10.0,712.22,74.48,48.04,-92.24,10.0,596.48,66.13,-30.16,-31.02,10.0,632.63,382.59,7.27,-62.16,10.0,774.1,220.13,-55.99,8.45,10.0,531.45,520.63,65.25,-17.47,10.0,60.43,149.86,-2.8,-63.33,10.0
17.98,58.66,60.56,0.865,0.0,-2.5,410.31,112.63,62.57,-82.36,10.0,262.43,29.81,72.64,-37.56,10.0,712.98,73.01,48.04,-92.24,10.0,596.0,65.63,-30.16,-31.02,10.0,632.75,381.59,7.27,-62.16,10.0,773.2,220.26,-55.99,8.45,10.0,532.5,520.35,65.25,-17.47,10.0,60.38,148.85,-2.8,-63.33,10.0
17.997,58.66,60.56,0.822,0.0,-2.5,411.38,111.23,62.57,-82.36,10.0,263.66,29.17,72.64,-37.56,10.0,713.8,71.44,48.04,-92.24,10.0,595.49,65.1,-30.16,-31.02,10.0,632.87,380.54,7.27,-62.16,10.0,772.25,220.41,-55.99,8.45,10.0,533.61,520.05,65.25,-17.47,10.0,60.34,147.77,-2.8,-63.33,10.0
18.014,58.66,60.56,0.78,0.0,-2.5,412.44,109.83,62.57,-82.36,10.0,264.9,28.54,72.64,-37.56,10.0,714.62,69.87,48.04,-92.24,10.0,594.97,64.58,-30.16,-31.02,10.0,633.0,379.48,7.27,-62.16,10.0,771.3,220.55,-55.99,8.45,10.0,534.72,519.75,65.25,-17.47,10.0,60.29,146.69,-2.8,-63.33,10.0
18.033,58.66,60.56,0.732,0.0,-2.5,413.63,108.27,62.57,-82.36,10.0,266.28,27.82,72.64,-37.56,10.0,715.53,68.12,48.04,-92.24,10.0,594.4,63.99,-30.16,-31.02,10.0,633.14,378.3,7.27,-62.16,10.0,770.23,220.71,-55.99,8.45,10.0,535.96,519.42,65.25,-17.47,10.0,60.23,145.49,-2.8,-63.33,10.0
18.05,58.66,60.56,0.69,0.0,-2.5,414.69,106.87,62.57,-82.36,10.0,267.51,27.18,72.64,-37.56,10.0,716.35,66.55,48.04,-92.24,10.0,593.89,63.46,-30.16,-31.02,10.0,633.26,377.24,7.27,-62.16,10.0,769.28,220.85,-55.99,8.45,10.0,537.07,519.12,65.25,-17.47,10.0,60.19,144.41,-2.8,-63.33,10.0
18.067,58.66,60.56,0.647,0.0,-2.5,415.76,105.47,62.57,-82.36,10.0,268.75,26.54,72.64,-37.56,10.0,717.16,64.98,48.04,-92.24,10.0,593.38,62.93,-30.16,-31.02,10.0,633.38,376.19,7.27,-62.16,10.0,768.33,221.0,-55.99,8.45,10.0,538.17,518.83,65.25,-17.47,10.0,60.14,143.34,-2.8,-63.33,10.0
18.084,58.66,60.56,0.605,0.0,-2.5,416.82,104.07,62.57,-82.36,10.0,269.98,25.91,72.64,-37.56,10.0,717.98,63.42,48.04,-92.24,10.0,592.86,62.41,-30.16,-31.02,10.0,633.51,375.13,7.27,-62.16,10.0,767.38,221.14,-55.99,8.45,10.0,539.28,518.53,65.25,-17.47,10.0,60.09,142.26,-2.8,-63.33,10.0
18.1,58.66,60.56,0.565,0.0,-2.5,417.82,102.75,62.57,-82.36,10.0,271.15,25.31,72.64,-37.56,10.0,718.75,61.94,48.04,-92.24,10.0,592.38,61.91,-30.16,-31.02,10.0,633.62,374.13,7.27,-62.16,10.0,766.48,221.28,-55.99,8.45,10.0,540.33,518.25,65.25,-17.47,10.0,60.05,141.25,-2.8,-63.33,10.0
18.117,58.66,60.56,0.522,0.0,-2.5,418.88,101.35,62.57,-82.36,10.0,272.38,24.67,72.64,-37.56,10.0,719.56,60.37,48.04,-92.24,10.0,591.87,61.38,-30.16,-31.02,10.0,633.75,373.08,7.27,-62.16,10.0,765.53,221.42,-55.99,8.45,10.0,541.44,517.95,65.25,-17.47,10.0,60.0,140.17,-2.8,-63.33,10.0
18.133,58.66,60.56,0.482,0.0,-2.5,419.89,100.03,62.57,-82.36,10.0,273.54,24.07,72.64,-37.56,10.0,720.33,58.9,48.04,-92.24,10.0,591.38,60.89,-30.16,-31.02,10.0,633.86,372.08,7.27,-62.16,10.0,764.63,221.56,-55.99,8.45,10.0,542.48,517.67,65.25,-17.47,10.0,59.96,139.16,-2.8,-63.33,10.0
18.149,58.66,60.56,0.442,0.0,-2.5,420.89,98.71,62.57,-82.36,10.0,274.71,23.46,72.64,-37.56,10.0,721.1,57.42,48.04,-92.24,10.0,590.9,60.39,-30.16,-31.02,10.0,633.98,371.09,7.27,-62.16,10.0,763.74,221.69,-55.99,8.45,10.0,543.52,517.39,65.25,-17.47,10.0,59.91,138.15,-2.8,-63.33,10.0
18.165,58.66,60.56,0.402,0.0,-2.5,421.89,97.39,62.57,-82.36,10.0,275.87,22.86,72.64,-37.56,10.0,721.87,55.94,48.04,-92.24,10.0,590.42,59.89,-30.16,-31.02,10.0,634.1,370.09,7.27,-62.16,10.0,762.84,221.83,-55.99,8.45,10.0,544.57,517.11,65.25,-17.47,10.0,59.87,137.13,-2.8,-63.33,10.0
18.181,58.66,60.56,0.362,0.0,-2.5,422.89,96.08,62.57,-82.36,10.0,277.03,22.26,72.64,-37.56,10.0,722.64,54.47,48.04,-92.24,10.0,589.94,59.4,-30.16,-31.02,10.0,634.21,369.1,7.27,-62.16,10.0,761.95,221.96,-55.99,8.45,10.0,545.61,516.83,65.25,-17.47,10.0,59.82,136.12,-2.8,-63.33,10.0
18.198,58.66,60.56,0.32,0.0,-2.5,423.95,94.68,62.57,-82.36,10.0,278.27,21.62,72.64,-37.56,10.0,723.46,52.9,48.04,-92.24,10.0,589.42,58.87,-30.16,-31.02,10.0,634.34,368.04,7.27,-62.16,10.0,761.0,222.1,-55.99,8.45,10.0,546.72,516.54,65.25,-17.47,10.0,59.77,135.04,-2.8,-63.33,10.0
18.214,58.66,60.56,0.28,0.0,-2.5,424.95,93.36,62.57,-82.36,10.0,279.43,21.02,72.64,-37.56,10.0,724.22,51.42,48.04,-92.24,10.0,588.94,58.37,-30.16,-31.02,10.0,634.45,367.05,7.27,-62.16,10.0,760.1,222.24,-55.99,8.45,10.0,547.77,516.26,65.25,-17.47,10.0,59.73,134.03,-2.8,-63.33,10.0
18.237,58.66,60.56,0.222,0.0,-2.5,426.39,91.46,62.57,-82.36,10.0,281.1,20.16,72.64,-37.56,10.0,725.33,49.3,48.04,-92.24,10.0,588.25,57.66,-30.16,-31.02,10.0,634.62,365.62,7.27,-62.16,10.0,758.81,222.43,-55.99,8.45,10.0,549.27,515.86,65.25,-17.47,10.0,59.66,132.57,-2.8,-63.33,10.0
18.253,58.66,60.56,0.182,0.0,-2.5,427.39,90.15,62.57,-82.36,10.0,282.26,19.56,72.64,-37.56,10.0,726.1,47.83,48.04,-92.24,10.0,587.77,57.16,-30.16,-31.02,10.0,634.73,364.62,7.27,-62.16,10.0,757.92,222.57,-55.99,8.45,10.0,550.31,515.58,65.25,-17.47,10.0,59.62,131.56,-2.8,-63.33,10.0
18.27,58.66,60.56,0.14,0.0,-2.5,428.46,88.75,62.57,-82.36,10.0,283.5,18.92,72.64,-37.56,10.0,726.91,46.26,48.04,-92.24,10.0,587.25,56.64,-30.16,-31.02,10.0,634.86,363.57,7.27,-62.16,10.0,756.96,222.71,-55.99,8.45,10.0,551.42,515.28,65.25,-17.47,10.0,59.57,130.48,-2.8,-63.33,10.0
18.286,58.66,60.56,0.1,0.0,-2.5,429.46,87.43,62.57,-82.36,10.0,284.66,18.32,72.64,-37.56,10.0,727.68,44.78,48.04,-92.24,10.0,586.77,56.14,-30.16,-31.02,10.0,634.97,362.57,7.27,-62.16,10.0,756.07,222.85,-55.99,8.45,10.0,552.46,515.0,65.25,-17.47,10.0,59.53,129.47,-2.8,-63.33,10.0
18.302,58.66,60.56,0.06,0.0,-2.5,430.46,86.11,62.57,-82.36,10.0,285.82,17.72,72.64,-37.56,10.0,728.45,43.31,48.04,-92.24,10.0,586.29,55.64,-30.16,-31.02,10.0,635.09,361.58,7.27,-62.16,10.0,755.17,222.98,-55.99,8.45,10.0,553.51,514.72,65.25,-17.47,10.0,59.48,128.46,-2.8,-63.33,10.0
18.318,58.66,60.56,0.02,0.0,-2.5,431.46,84.79,62.57,-82.36,10.0,286.98,17.12,72.64,-37.56,10.0,729.22,41.83,48.04,-92.24,10.0,585.8,55.15,-30.16,-31.02,10.0,635.21,360.58,7.27,-62.16,10.0,754.28,223.12,-55.99,8.45,10.0,554.55,514.44,65.25,-17.47,10.0,59.44,127.44,-2.8,-63.33,10.0
18.335,58.66,60.56,-0.023,0.0,-2.5,432.52,83.39,62.57,-82.36,10.0,288.22,16.48,72.64,-37.56,10.0,730.04,40.26,48.04,-92.24,10.0,585.29,54.62,-30.16,-31.02,10.0,635.33,359.53,7.27,-62.16,10.0,753.32,223.26,-55.99,8.45,10.0,555.66,514.15,65.25,-17.47,10.0,59.39,126.37,-2.8,-63.33,10.0
18.351,58.66,60.56,-0.063,0.0,-2.5,433.53,82.07,62.57,-82.36,10.0,289.38,15.88,72.64,-37.56,10.0,730.81,38.79,48.04,-92.24,10.0,584.81,54.12,-30.16,-31.02,10.0,635.45,358.53,7.27,-62.16,10.0,752.43,223.4,-55.99,8.45,10.0,556.7,513.87,65.25,-17.47,10.0,59.35,125.35,-2.8,-63.33,10.0
18.368,58.66,60.56,-0.105,0.0,-2.5,434.59,80.67,62.57,-82.36,10.0,290.61,15.24,72.64,-37.56,10.0,731.62,37.22,48.04,-92.24,10.0,584.3,53.6,-30.16,-31.02,10.0,635.57,357.48,7.27,-62.16,10.0,751.48,223.54,-55.99,8.45,10.0,557.81,513.57,65.25,-17.47,10.0,59.3,124.28,-2.8,-63.33,10.0
18.385,58.66,60.56,-0.148,0.0,-2.5,435.65,79.27,62.57,-82.36,10.0,291.85,14.6,72.64,-37.56,10.0,732.44,35.65,48.04,-92.24,10.0,583.78,53.07,-30.16,-31.02,10.0,635.69,356.42,7.27,-62.16,10.0,750.52,223.68,-55.99,8.45,10.0,558.92,513.27,65.25,-17.47,10.0,59.25,123.2,-2.8,-63.33,10.0
18.402,58.66,60.56,-0.19,0.0,-2.5,436.72,77.87,62.57,-82.36,10.0,293.08,13.96,72.64,-37.56,10.0,733.26,34.08,48.04,-92.24,10.0,583.27,52.54,-30.16,-31.02,10.0,635.82,355.36,7.27,-62.16,10.0,749.57,223.83,-55.99,8.45,10.0,560.03,512.97,65.25,-17.47,10.0,59.2,122.12,-2.8,-63.33,10.0
18.419,58.91,60.5,-0.228,15.0,-2.2,437.78,76.47,62.57,-82.36,10.0,294.32,13.32,72.64,-37.56,10.0,734.07,32.52,48.04,-92.24,10.0,582.76,52.01,-30.16,-31.02,10.0,635.94,354.31,7.27,-62.16,10.0,748.62,223.97,-55.99,8.45,10.0,561.14,512.68,65.25,-17.47,10.0,59.16,121.05,-2.8,-63.33,10.0
18.447,59.31,60.38,-0.289,15.0,-2.2,439.53,74.17,62.57,-82.36,10.0,296.35,12.27,72.64,-37.56,10.0,735.42,29.93,48.04,-92.24,10.0,581.91,51.15,-30.16,-31.02,10.0,636.15,352.57,7.27,-62.16,10.0,747.05,224.21,-55.99,8.45,10.0,562.97,512.19,65.25,-17.47,10.0,59.08,119.27,-2.8,-63.33,10.0
18.464,59.55,60.3,-0.327,15.0,-2.2,440.6,72.77,62.57,-82.36,10.0,297.59,11.63,72.64,-37.56,10.0,736.23,28.36,48.04,-92.24,10.0,581.4,50.62,-30.16,-31.02,10.0,636.27,351.51,7.27,-62.16,10.0,746.1,224.35,-55.99,8.45,10.0,564.08,511.89,65.25,-17.47,10.0,59.03,118.2,-2.8,-63.33,10.0
18.481,59.79,60.21,-0.364,15.0,-2.2,441.66,71.37,62.57,-82.36,10.0,298.82,11.0,72.64,-37.56,10.0,737.05,26.8,48.04,-92.24,10.0,580.89,50.09,-30.16,-31.02,10.0,636.39,350.45,7.27,-62.16,10.0,745.15,224.49,-55.99,8.45,10.0,565.19,511.6,65.25,-17.47,10.0,58.98,117.12,-2.8,-63.33,10.0
18.498,60.02,60.11,-0.401,15.0,-2.2,442.72,69.97,62.57,-82.36,10.0,300.06,10.36,72.64,-37.56,10.0,737.87,25.23,48.04,-92.24,10.0,580.38,49.56,-30.16,-31.02,10.0,636.52,349.4,7.27,-62.16,10.0,744.2,224.64,-55.99,8.45,10.0,566.3,511.3,65.25,-17.47,10.0,58.93,116.04,-2.8,-63.33,10.0
18.514,60.24,60.01,-0.437,15.0,-2.2,443.72,68.65,62.57,-82.36,10.0,301.22,10.0,72.64,37.56,10.0,738.64,23.75,48.04,-92.24,10.0,579.89,49.07,-30.16,-31.02,10.0,636.63,348.4,7.27,-62.16,10.0,743.3,224.77,-55.99,8.45,10.0,567.34,511.02,65.25,-17.47,10.0,58.89,115.03,-2.8,-63.33,10.0
18.531,60.47,59.89,-0.474,15.0,-2.2,444.79,67.25,62.57,-82.36,10.0,302.46,10.64,72.64,37.56,10.0,739.45,22.18,48.04,-92.24,10.0,579.38,48.54,-30.16,-31.02,10.0,636.76,347.35,7.27,-62.16,10.0,742.35,224.92,-55.99,8.45,10.0,568.45,510.72,65.25,-17.47,10.0,58.84,113.95,-2.8,-63.33,10.0
18.548,60.69,59.77,-0.511,15.0,-2.2,445.85,65.85,62.57,-82.36,10.0,303.69,11.28,72.64,37.56,10.0,740.27,20.62,48.04,-92.24,10.0,578.87,48.01,-30.16,-31.02,10.0,636.88,346.29,7.27,-62.16,10.0,741.4,225.06,-55.99,8.45,10.0,569.56,510.42,65.25,-17.47,10.0,58.8,112.88,-2.8,-63.33,10.0
