t,ax,ay,ayaw,av,aomega,ox0,oy0,ovx0,ovy0,or0,ox1,oy1,ovx1,ovy1,or1,ox2,oy2,ovx2,ovy2,or2,ox3,oy3,ovx3,ovy3,or3,ox4,oy4,ovx4,ovy4,or4,ox5,oy5,ovx5,ovy5,or5,ox6,oy6,ovx6,ovy6,or6,ox7,oy7,ovx7,ovy7,or7
16.1,61.43,61.41,-0.718,15.0,-2.5,292.68,267.47,62.57,-82.36,10.0,125.86,100.42,72.64,-37.56,10.0,622.67,246.41,48.04,-92.24,10.0,652.7,123.95,-30.16,-31.02,10.0,619.08,498.45,7.27,-62.16,10.0,701.86,204.39,55.99,8.45,10.0,409.83,553.18,65.25,-17.47,10.0,65.64,267.91,-2.8,-63.33,10.0
16.117,61.61,61.23,-0.761,15.0,-2.5,293.75,266.07,62.57,-82.36,10.0,127.1,99.78,72.64,-37.56,10.0,623.49,244.85,48.04,-92.24,10.0,652.19,123.42,-30.16,-31.02,10.0,619.21,497.39,7.27,-62.16,10.0,702.81,204.53,55.99,8.45,10.0,410.94,552.88,65.25,-17.47,10.0,65.59,266.83,-2.8,-63.33,10.0
16.133,61.78,61.06,-0.801,15.0,-2.5,294.75,264.75,62.57,-82.36,10.0,128.26,99.18,72.64,-37.56,10.0,624.26,243.37,48.04,-92.24,10.0,651.71,122.92,-30.16,-31.02,10.0,619.32,496.39,7.27,-62.16,10.0,703.71,204.66,55.99,8.45,10.0,411.99,552.61,65.25,-17.47,10.0,65.55,265.82,-2.8,-63.33,10.0
16.149,61.78,61.06,-0.841,0.0,-2.5,295.75,263.44,62.57,-82.36,10.0,129.42,98.58,72.64,-37.56,10.0,625.03,241.9,48.04,-92.24,10.0,651.23,122.43,-30.16,-31.02,10.0,619.44,495.4,7.27,-62.16,10.0,704.61,204.8,55.99,8.45,10.0,413.03,552.33,65.25,-17.47,10.0,65.5,264.8,-2.8,-63.33,10.0
16.178,61.78,61.06,-0.913,0.0,-2.5,297.56,261.05,62.57,-82.36,10.0,131.53,97.49,72.64,-37.56,10.0,626.42,239.22,48.04,-92.24,10.0,650.35,121.53,-30.16,-31.02,10.0,619.65,493.6,7.27,-62.16,10.0,706.23,205.04,55.99,8.45,10.0,414.92,551.82,65.25,-17.47,10.0,65.42,262.97,-2.8,-63.33,10.0
16.195,61.78,61.06,-0.956,0.0,-2.5,298.63,259.65,62.57,-82.36,10.0,132.76,96.85,72.64,-37.56,10.0,627.24,237.65,48.04,-92.24,10.0,649.84,121.0,-30.16,-31.02,10.0,619.77,492.54,7.27,-62.16,10.0,707.18,205.19,55.99,8.45,10.0,416.03,551.52,65.25,-17.47,10.0,65.37,261.89,-2.8,-63.33,10.0
16.212,61.78,61.06,-0.998,0.0,-2.5,299.69,258.25,62.57,-82.36,10.0,134.0,96.22,72.64,-37.56,10.0,628.05,236.08,48.04,-92.24,10.0,649.33,120.47,-30.16,-31.02,10.0,619.9,491.48,7.27,-62.16,10.0,708.13,205.33,55.99,8.45,10.0,417.14,551.23,65.25,-17.47,10.0,65.32,260.81,-2.8,-63.33,10.0
16.229,61.78,61.06,-1.041,0.0,-2.5,300.76,256.85,62.57,-82.36,10.0,135.23,95.58,72.64,-37.56,10.0,628.87,234.52,48.04,-92.24,10.0,648.81,119.95,-30.16,-31.02,10.0,620.02,490.43,7.27,-62.16,10.0,709.09,205.48,55.99,8.45,10.0,418.25,550.93,65.25,-17.47,10.0,65.28,259.74,-2.8,-63.33,10.0
16.247,61.78,61.06,-1.086,0.0,-2.5,301.88,255.36,62.57,-82.36,10.0,136.54,94.9,72.64,-37.56,10.0,629.73,232.86,48.04,-92.24,10.0,648.27,119.39,-30.16,-31.02,10.0,620.15,489.31,7.27,-62.16,10.0,710.09,205.63,55.99,8.45,10.0,419.42,550.61,65.25,-17.47,10.0,65.23,258.6,-2.8,-63.33,10.0
16.264,61.78,61.06,-1.128,0.0,-2.5,302.95,253.96,62.57,-82.36,10.0,137.78,94.26,72.64,-37.56,10.0,630.55,231.29,48.04,-92.24,10.0,647.76,118.86,-30.16,-31.02,10.0,620.28,488.25,7.27,-62.16,10.0,711.05,205.77,55.99,8.45,10.0,420.53,550.32,65.25,-17.47,10.0,65.18,257.52,-2.8,-63.33,10.0
16.281,61.78,61.06,-1.171,0.0,-2.5,304.01,252.56,62.57,-82.36,10.0,139.01,93.62,72.64,-37.56,10.0,631.37,229.72,48.04,-92.24,10.0,647.24,118.33,-30.16,-31.02,10.0,620.4,487.2,7.27,-62.16,10.0,712.0,205.91,55.99,8.45,10.0,421.64,550.02,65.25,-17.47,10.0,65.13,256.44,-2.8,-63.33,10.0
16.297,61.78,61.06,-1.211,0.0,-2.5,305.01,251.25,62.57,-82.36,10.0,140.17,93.02,72.64,-37.56,10.0,632.14,228.24,48.04,-92.24,10.0,646.76,117.84,-30.16,-31.02,10.0,620.52,486.2,7.27,-62.16,10.0,712.89,206.05,55.99,8.45,10.0,422.69,549.74,65.25,-17.47,10.0,65.09,255.43,-2.8,-63.33,10.0
16.314,61.78,61.06,-1.253,0.0,-2.5,306.07,249.85,62.57,-82.36,10.0,141.41,92.38,72.64,-37.56,10.0,632.95,226.68,48.04,-92.24,10.0,646.25,117.31,-30.16,-31.02,10.0,620.64,485.14,7.27,-62.16,10.0,713.85,206.19,55.99,8.45,10.0,423.8,549.44,65.25,-17.47,10.0,65.04,254.35,-2.8,-63.33,10.0
16.331,61.78,61.06,-1.296,0.0,-2.5,307.14,248.45,62.57,-82.36,10.0,142.64,91.75,72.64,-37.56,10.0,633.77,225.11,48.04,-92.24,10.0,645.74,116.78,-30.16,-31.02,10.0,620.76,484.09,7.27,-62.16,10.0,714.8,206.34,55.99,8.45,10.0,424.91,549.15,65.25,-17.47,10.0,64.99,253.28,-2.8,-63.33,10.0
16.348,61.78,61.06,-1.338,0.0,-2.5,308.2,247.05,62.57,-82.36,10.0,143.88,91.11,72.64,-37.56,10.0,634.59,223.54,48.04,-92.24,10.0,645.22,116.25,-30.16,-31.02,10.0,620.89,483.03,7.27,-62.16,10.0,715.75,206.48,55.99,8.45,10.0,426.01,548.85,65.25,-17.47,10.0,64.94,252.2,-2.8,-63.33,10.0
16.364,61.78,61.06,-1.378,0.0,-2.5,309.2,245.73,62.57,-82.36,10.0,145.04,90.51,72.64,-37.56,10.0,635.35,222.06,48.04,-92.24,10.0,644.74,115.76,-30.16,-31.02,10.0,621.0,482.04,7.27,-62.16,10.0,716.65,206.62,55.99,8.45,10.0,427.06,548.57,65.25,-17.47,10.0,64.9,251.19,-2.8,-63.33,10.0
16.389,61.78,61.06,-1.441,0.0,-2.5,310.77,243.67,62.57,-82.36,10.0,146.86,89.57,72.64,-37.56,10.0,636.56,219.76,48.04,-92.24,10.0,643.99,114.98,-30.16,-31.02,10.0,621.19,480.48,7.27,-62.16,10.0,718.05,206.83,55.99,8.45,10.0,428.69,548.13,65.25,-17.47,10.0,64.83,249.6,-2.8,-63.33,10.0
16.405,61.78,61.06,-1.481,0.0,-2.5,311.77,242.35,62.57,-82.36,10.0,148.02,88.97,72.64,-37.56,10.0,637.32,218.28,48.04,-92.24,10.0,643.5,114.49,-30.16,-31.02,10.0,621.3,479.49,7.27,-62.16,10.0,718.94,206.96,55.99,8.45,10.0,429.73,547.85,65.25,-17.47,10.0,64.79,248.59,-2.8,-63.33,10.0
16.421,61.78,61.06,-1.521,0.0,-2.5,312.77,241.03,62.57,-82.36,10.0,149.18,88.37,72.64,-37.56,10.0,638.09,216.81,48.04,-92.24,10.0,643.02,113.99,-30.16,-31.02,10.0,621.42,478.49,7.27,-62.16,10.0,719.84,207.1,55.99,8.45,10.0,430.78,547.58,65.25,-17.47,10.0,64.74,247.58,-2.8,-63.33,10.0
16.438,61.78,61.06,-1.563,0.0,-2.5,313.83,239.63,62.57,-82.36,10.0,150.42,87.73,72.64,-37.56,10.0,638.91,215.24,48.04,-92.24,10.0,642.51,113.46,-30.16,-31.02,10.0,621.54,477.44,7.27,-62.16,10.0,720.79,207.24,55.99,8.45,10.0,431.89,547.28,65.25,-17.47,10.0,64.69,246.5,-2.8,-63.33,10.0
16.455,61.78,61.06,-1.606,0.0,-2.5,314.9,238.23,62.57,-82.36,10.0,151.65,87.09,72.64,-37.56,10.0,639.73,213.67,48.04,-92.24,10.0,642.0,112.94,-30.16,-31.02,10.0,621.66,476.38,7.27,-62.16,10.0,721.74,207.38,55.99,8.45,10.0,433.0,546.98,65.25,-17.47,10.0,64.65,245.42,-2.8,-63.33,10.0
16.473,61.78,61.06,-1.651,0.0,-2.5,316.02,236.75,62.57,-82.36,10.0,152.96,86.41,72.64,-37.56,10.0,640.59,212.01,48.04,-92.24,10.0,641.45,112.38,-30.16,-31.02,10.0,621.8,475.26,7.27,-62.16,10.0,722.75,207.54,55.99,8.45,10.0,434.17,546.67,65.25,-17.47,10.0,64.6,244.29,-2.8,-63.33,10.0
16.489,61.78,61.06,-1.691,0.0,-2.5,317.02,235.43,62.57,-82.36,10.0,154.12,85.81,72.64,-37.56,10.0,641.36,210.53,48.04,-92.24,10.0,640.97,111.88,-30.16,-31.02,10.0,621.91,474.27,7.27,-62.16,10.0,723.64,207.67,55.99,8.45,10.0,435.21,546.39,65.25,-17.47,10.0,64.55,243.27,-2.8,-63.33,10.0
16.505,61.78,61.06,-1.731,0.0,-2.5,318.02,234.11,62.57,-82.36,10.0,155.28,85.21,72.64,-37.56,10.0,642.13,209.06,48.04,-92.24,10.0,640.49,111.38,-30.16,-31.02,10.0,622.03,473.27,7.27,-62.16,10.0,724.54,207.81,55.99,8.45,10.0,436.26,546.11,65.25,-17.47,10.0,64.51,242.26,-2.8,-63.33,10.0
16.522,61.78,61.06,-1.773,0.0,-2.5,319.09,232.71,62.57,-82.36,10.0,156.52,84.57,72.64,-37.56,10.0,642.94,207.49,48.04,-92.24,10.0,639.98,110.86,-30.16,-31.02,10.0,622.15,472.22,7.27,-62.16,10.0,725.49,207.95,55.99,8.45,10.0,437.37,545.81,65.25,-17.47,10.0,64.46,241.18,-2.8,-63.33,10.0
16.539,61.78,61.06,-1.816,0.0,-2.5,320.15,231.31,62.57,-82.36,10.0,157.75,83.93,72.64,-37.56,10.0,643.76,205.92,48.04,-92.24,10.0,639.46,110.33,-30.16,-31.02,10.0,622.28,471.16,7.27,-62.16,10.0,726.44,208.09,55.99,8.45,10.0,438.48,545.51,65.25,-17.47,10.0,64.41,240.11,-2.8,-63.33,10.0
16.556,61.78,61.06,-1.858,0.0,-2.5,321.21,229.91,62.57,-82.36,10.0,158.99,83.3,72.64,-37.56,10.0,644.58,204.35,48.04,-92.24,10.0,638.95,109.8,-30.16,-31.02,10.0,622.4,470.1,7.27,-62.16,10.0,727.4,208.24,55.99,8.45,10.0,439.59,545.22,65.25,-17.47,10.0,64.36,239.03,-2.8,-63.33,10.0
16.573,61.78,61.06,-1.901,0.0,-2.5,322.28,228.51,62.57,-82.36,10.0,160.22,82.66,72.64,-37.56,10.0,645.39,202.79,48.04,-92.24,10.0,638.44,109.28,-30.16,-31.02,10.0,622.52,469.05,7.27,-62.16,10.0,728.35,208.38,55.99,8.45,10.0,440.7,544.92,65.25,-17.47,10.0,64.32,237.95,-2.8,-63.33,10.0
16.614,61.78,61.06,-2.003,0.0,-2.5,324.84,225.14,62.57,-82.36,10.0,163.2,81.12,72.64,-37.56,10.0,647.36,199.0,48.04,-92.24,10.0,637.2,108.0,-30.16,-31.02,10.0,622.82,466.5,7.27,-62.16,10.0,730.64,208.73,55.99,8.45,10.0,443.37,544.2,65.25,-17.47,10.0,64.2,235.36,-2.8,-63.33,10.0
16.63,61.67,60.85,-2.043,15.0,-2.5,325.85,223.82,62.57,-82.36,10.0,164.36,80.52,72.64,-37.56,10.0,648.13,197.53,48.04,-92.24,10.0,636.72,107.51,-30.16,-31.02,10.0,622.94,465.5,7.27,-62.16,10.0,731.54,208.86,55.99,8.45,10.0,444.41,543.92,65.25,-17.47,10.0,64.16,234.34,-2.8,-63.33,10.0
16.646,61.55,60.64,-2.083,15.0,-2.5,326.85,222.5,62.57,-82.36,10.0,165.53,79.92,72.64,-37.56,10.0,648.9,196.05,48.04,-92.24,10.0,636.24,107.01,-30.16,-31.02,10.0,623.05,464.51,7.27,-62.16,10.0,732.44,209.0,55.99,8.45,10.0,445.46,543.65,65.25,-17.47,10.0,64.11,233.33,-2.8,-63.33,10.0
16.662,61.43,60.44,-2.123,15.0,-2.5,327.85,221.18,62.57,-82.36,10.0,166.69,79.31,72.64,-37.56,10.0,649.67,194.58,48.04,-92.24,10.0,635.75,106.51,-30.16,-31.02,10.0,623.17,463.51,7.27,-62.16,10.0,733.33,209.13,55.99,8.45,10.0,446.5,543.37,65.25,-17.47,10.0,64.07,232.32,-2.8,-63.33,10.0
16.679,61.28,60.22,-2.166,15.0,-2.5,328.91,219.78,62.57,-82.36,10.0,167.92,78.68,72.64,-37.56,10.0,650.49,193.01,48.04,-92.24,10.0,635.24,105.99,-30.16,-31.02,10.0,623.29,462.46,7.27,-62.16,10.0,734.28,209.28,55.99,8.45,10.0,447.61,543.07,65.25,-17.47,10.0,64.02,231.24,-2.8,-63.33,10.0
16.696,61.13,60.02,-2.208,15.0,-2.5,329.97,218.38,62.57,-82.36,10.0,169.16,78.04,72.64,-37.56,10.0,651.3,191.44,48.04,-92.24,10.0,634.73,105.46,-30.16,-31.02,10.0,623.42,461.4,7.27,-62.16,10.0,735.24,209.42,55.99,8.45,10.0,448.72,542.77,65.25,-17.47,10.0,63.97,230.16,-2.8,-63.33,10.0
16.712,60.98,59.83,-2.248,15.0,-2.5,330.98,217.07,62.57,-82.36,10.0,170.32,77.44,72.64,-37.56,10.0,652.07,189.97,48.04,-92.24,10.0,634.24,104.96,-30.16,-31.02,10.0,623.53,460.41,7.27,-62.16,10.0,736.13,209.55,55.99,8.45,10.0,449.76,542.49,65.25,-17.47,10.0,63.93,229.15,-2.8,-63.33,10.0
16.729,60.81,59.64,-2.291,15.0,-2.5,332.04,215.67,62.57,-82.36,10.0,171.55,76.8,72.64,-37.56,10.0,652.89,188.4,48.04,-92.24,10.0,633.73,104.44,-30.16,-31.02,10.0,623.66,459.35,7.27,-62.16,10.0,737.08,209.7,55.99,8.45,10.0,450.87,542.2,65.25,-17.47,10.0,63.88,228.07,-2.8,-63.33,10.0
16.746,60.64,59.46,-2.333,15.0,-2.5,333.1,214.27,62.57,-82.36,10.0,172.79,76.16,72.64,-37.56,10.0,653.71,186.83,48.04,-92.24,10.0,633.22,103.91,-30.16,-31.02,10.0,623.78,458.29,7.27,-62.16,10.0,738.04,209.84,55.99,8.45,10.0,451.98,541.9,65.25,-17.47,10.0,63.83,227.0,-2.8,-63.33,10.0
16.762,60.46,59.29,-2.373,15.0,-2.5,334.1,212.95,62.57,-82.36,10.0,173.95,75.56,72.64,-37.56,10.0,654.47,185.35,48.04,-92.24,10.0,632.74,103.41,-30.16,-31.02,10.0,623.9,457.3,7.27,-62.16,10.0,738.93,209.98,55.99,8.45,10.0,453.03,541.62,65.25,-17.47,10.0,63.79,225.98,-2.8,-63.33,10.0
16.779,60.46,59.29,-2.416,0.0,-2.5,335.17,211.55,62.57,-82.36,10.0,175.19,74.92,72.64,-37.56,10.0,655.29,183.79,48.04,-92.24,10.0,632.22,102.89,-30.16,-31.02,10.0,624.02,456.24,7.27,-62.16,10.0,739.88,210.12,55.99,8.45,10.0,454.14,541.32,65.25,-17.47,10.0,63.74,224.91,-2.8,-63.33,10.0
16.822,60.46,59.29,-2.523,0.0,-2.5,337.86,208.01,62.57,-82.36,10.0,178.31,73.31,72.64,-37.56,10.0,657.36,179.82,48.04,-92.24,10.0,630.93,101.55,-30.16,-31.02,10.0,624.33,453.57,7.27,-62.16,10.0,742.29,210.48,55.99,8.45,10.0,456.94,540.57,65.25,-17.47,10.0,63.62,222.18,-2.8,-63.33,10.0
16.839,60.46,59.29,-2.566,0.0,-2.5,338.92,206.61,62.57,-82.36,10.0,179.55,72.67,72.64,-37.56,10.0,658.17,178.25,48.04,-92.24,10.0,630.41,101.02,-30.16,-31.02,10.0,624.46,452.51,7.27,-62.16,10.0,743.24,210.63,55.99,8.45,10.0,458.05,540.27,65.25,-17.47,10.0,63.57,221.11,-2.8,-63.33,10.0
16.856,60.46,59.29,-2.608,0.0,-2.5,339.99,205.21,62.57,-82.36,10.0,180.78,72.03,72.64,-37.56,10.0,658.99,176.68,48.04,-92.24,10.0,629.9,100.5,-30.16,-31.02,10.0,624.58,451.46,7.27,-62.16,10.0,744.19,210.77,55.99,8.45,10.0,459.16,539.98,65.25,-17.47,10.0,63.52,220.03,-2.8,-63.33,10.0
16.873,60.46,59.29,-2.651,0.0,-2.5,341.05,203.81,62.57,-82.36,10.0,182.02,71.39,72.64,-37.56,10.0,659.81,175.11,48.04,-92.24,10.0,629.39,99.97,-30.16,-31.02,10.0,624.7,450.4,7.27,-62.16,10.0,745.15,210.91,55.99,8.45,10.0,460.27,539.68,65.25,-17.47,10.0,63.48,218.95,-2.8,-63.33,10.0
16.889,60.46,59.29,-2.691,0.0,-2.5,342.05,202.49,62.57,-82.36,10.0,183.18,70.79,72.64,-37.56,10.0,660.57,173.64,48.04,-92.24,10.0,628.91,99.47,-30.16,-31.02,10.0,624.82,449.4,7.27,-62.16,10.0,746.04,211.05,55.99,8.45,10.0,461.31,539.4,65.25,-17.47,10.0,63.43,217.94,-2.8,-63.33,10.0
16.905,60.46,59.29,-2.731,0.0,-2.5,343.05,201.17,62.57,-82.36,10.0,184.34,70.19,72.64,-37.56,10.0,661.34,172.16,48.04,-92.24,10.0,628.42,98.98,-30.16,-31.02,10.0,624.94,448.41,7.27,-62.16,10.0,746.94,211.18,55.99,8.45,10.0,462.36,539.12,65.25,-17.47,10.0,63.39,216.93,-2.8,-63.33,10.0
16.921,60.46,59.29,-2.771,0.0,-2.5,344.05,199.85,62.57,-82.36,10.0,185.5,69.59,72.64,-37.56,10.0,662.11,170.69,48.04,-92.24,10.0,627.94,98.48,-30.16,-31.02,10.0,625.05,447.42,7.27,-62.16,10.0,747.83,211.32,55.99,8.45,10.0,463.4,538.84,65.25,-17.47,10.0,63.34,215.91,-2.8,-63.33,10.0
16.937,60.46,59.29,-2.811,0.0,-2.5,345.05,198.53,62.57,-82.36,10.0,186.66,68.99,72.64,-37.56,10.0,662.88,169.21,48.04,-92.24,10.0,627.46,97.98,-30.16,-31.02,10.0,625.17,446.42,7.27,-62.16,10.0,748.73,211.45,55.99,8.45,10.0,464.45,538.56,65.25,-17.47,10.0,63.3,214.9,-2.8,-63.33,10.0
16.953,60.46,59.29,-2.851,0.0,-2.5,346.05,197.22,62.57,-82.36,10.0,187.83,68.38,72.64,-37.56,10.0,663.65,167.74,48.04,-92.24,10.0,626.98,97.49,-30.16,-31.02,10.0,625.28,445.43,7.27,-62.16,10.0,749.63,211.59,55.99,8.45,10.0,465.49,538.28,65.25,-17.47,10.0,63.25,213.89,-2.8,-63.33,10.0
16.969,60.46,59.29,-2.891,0.0,-2.5,347.06,195.9,62.57,-82.36,10.0,188.99,67.78,72.64,-37.56,10.0,664.42,166.26,48.04,-92.24,10.0,626.49,96.99,-30.16,-31.02,10.0,625.4,444.43,7.27,-62.16,10.0,750.52,211.72,55.99,8.45,10.0,466.53,538.0,65.25,-17.47,10.0,63.21,212.87,-2.8,-63.33,10.0
16.985,60.46,59.29,-2.931,0.0,-2.5,348.06,194.58,62.57,-82.36,10.0,190.15,67.18,72.64,-37.56,10.0,665.19,164.78,48.04,-92.24,10.0,626.01,96.5,-30.16,-31.02,10.0,625.52,443.44,7.27,-62.16,10.0,751.42,211.86,55.99,8.45,10.0,467.58,537.72,65.25,-17.47,10.0,63.16,211.86,-2.8,-63.33,10.0
17.013,60.46,59.29,-3.001,0.0,-2.5,349.81,192.27,62.57,-82.36,10.0,192.19,66.13,72.64,-37.56,10.0,666.53,162.2,48.04,-92.24,10.0,625.17,95.63,-30.16,-31.02,10.0,625.72,441.7,7.27,-62.16,10.0,752.99,212.1,55.99,8.45,10.0,469.4,537.24,65.25,-17.47,10.0,63.09,210.09,-2.8,-63.33,10.0
17.029,60.46,59.29,-3.041,0.0,-2.5,350.81,190.96,62.57,-82.36,10.0,193.35,65.53,72.64,-37.56,10.0,667.3,160.73,48.04,-92.24,10.0,624.68,95.13,-30.16,-31.02,10.0,625.84,440.7,7.27,-62.16,10.0,753.88,212.23,55.99,8.45,10.0,470.45,536.96,65.25,-17.47,10.0,63.04,209.07,-2.8,-63.33,10.0
17.046,60.46,59.29,-3.083,0.0,-2.5,351.87,189.56,62.57,-82.36,10.0,194.58,64.89,72.64,-37.56,10.0,668.12,159.16,48.04,-92.24,10.0,624.17,94.6,-30.16,-31.02,10.0,625.96,439.65,7.27,-62.16,10.0,754.83,212.38,55.99,8.45,10.0,471.56,536.66,65.25,-17.47,10.0,62.99,208.0,-2.8,-63.33,10.0
17.063,60.46,59.29,-3.126,0.0,-2.5,352.94,188.16,62.57,-82.36,10.0,195.82,64.25,72.64,-37.56,10.0,668.93,157.59,48.04,-92.24,10.0,623.66,94.08,-30.16,-31.02,10.0,626.08,438.59,7.27,-62.16,10.0,755.79,212.52,55.99,8.45,10.0,472.67,536.36,65.25,-17.47,10.0,62.95,206.92,-2.8,-63.33,10.0
17.079,60.46,59.29,3.117,0.0,-2.5,353.94,186.84,62.57,-82.36,10.0,196.98,63.65,72.64,-37.56,10.0,669.7,156.11,48.04,-92.24,10.0,623.18,93.58,-30.16,-31.02,10.0,626.2,437.6,7.27,-62.16,10.0,756.68,212.65,55.99,8.45,10.0,473.71,536.08,65.25,-17.47,10.0,62.9,205.91,-2.8,-63.33,10.0
17.096,60.46,59.29,3.075,0.0,-2.5,355.0,185.44,62.57,-82.36,10.0,198.21,63.01,72.64,-37.56,10.0,670.52,154.55,48.04,-92.24,10.0,622.66,93.05,-30.16,-31.02,10.0,626.32,436.54,7.27,-62.16,10.0,757.63,212.8,55.99,8.45,10.0,474.82,535.79,65.25,-17.47,10.0,62.85,204.83,-2.8,-63.33,10.0
17.113,60.46,59.29,3.032,0.0,-2.5,356.07,184.04,62.57,-82.36,10.0,199.45,62.38,72.64,-37.56,10.0,671.34,152.98,48.04,-92.24,10.0,622.15,92.53,-30.16,-31.02,10.0,626.45,435.48,7.27,-62.16,10.0,758.58,212.94,55.99,8.45,10.0,475.93,535.49,65.25,-17.47,10.0,62.81,203.75,-2.8,-63.33,10.0
17.129,60.46,59.29,2.992,0.0,-2.5,357.07,182.72,62.57,-82.36,10.0,200.61,61.77,72.64,-37.56,10.0,672.1,151.5,48.04,-92.24,10.0,621.67,92.03,-30.16,-31.02,10.0,626.56,434.49,7.27,-62.16,10.0,759.48,213.08,55.99,8.45,10.0,476.97,535.21,65.25,-17.47,10.0,62.76,202.74,-2.8,-63.33,10.0
17.145,60.46,59.29,2.952,0.0,-2.5,358.07,181.4,62.57,-82.36,10.0,201.77,61.17,72.64,-37.56,10.0,672.87,150.03,48.04,-92.24,10.0,621.18,91.53,-30.16,-31.02,10.0,626.68,433.49,7.27,-62.16,10.0,760.38,213.21,55.99,8.45,10.0,478.02,534.93,65.25,-17.47,10.0,62.72,201.73,-2.8,-63.33,10.0
17.161,60.46,59.29,2.912,0.0,-2.5,359.07,180.09,62.57,-82.36,10.0,202.94,60.57,72.64,-37.56,10.0,673.64,148.55,48.04,-92.24,10.0,620.7,91.04,-30.16,-31.02,10.0,626.8,432.5,7.27,-62.16,10.0,761.27,213.35,55.99,8.45,10.0,479.06,534.65,65.25,-17.47,10.0,62.67,200.71,-2.8,-63.33,10.0
17.178,60.46,59.29,2.87,0.0,-2.5,360.13,178.69,62.57,-82.36,10.0,204.17,59.93,72.64,-37.56,10.0,674.46,146.98,48.04,-92.24,10.0,620.19,90.51,-30.16,-31.02,10.0,626.92,431.44,7.27,-62.16,10.0,762.22,213.49,55.99,8.45,10.0,480.17,534.35,65.25,-17.47,10.0,62.62,199.64,-2.8,-63.33,10.0
17.194,60.46,59.29,2.83,0.0,-2.5,361.13,177.37,62.57,-82.36,10.0,205.33,59.33,72.64,-37.56,10.0,675.23,145.51,48.04,-92.24,10.0,619.71,90.01,-30.16,-31.02,10.0,627.04,430.45,7.27,-62.16,10.0,763.12,213.63,55.99,8.45,10.0,481.21,534.07,65.25,-17.47,10.0,62.58,198.62,-2.8,-63.33,10.0
17.232,60.46,59.29,2.735,0.0,-2.5,363.51,174.24,62.57,-82.36,10.0,208.09,57.91,72.64,-37.56,10.0,677.05,142.0,48.04,-92.24,10.0,618.56,88.83,-30.16,-31.02,10.0,627.31,428.09,7.27,-62.16,10.0,765.25,213.95,55.99,8.45,10.0,483.69,533.41,65.25,-17.47,10.0,62.47,196.22,-2.8,-63.33,10.0
17.248,60.25,59.39,2.695,15.0,-2.5,364.51,172.92,62.57,-82.36,10.0,209.26,57.31,72.64,-37.56,10.0,677.82,140.53,48.04,-92.24,10.0,618.08,88.34,-30.16,-31.02,10.0,627.43,427.09,7.27,-62.16,10.0,766.14,214.08,55.99,8.45,10.0,484.74,533.13,65.25,-17.47,10.0,62.43,195.2,-2.8,-63.33,10.0
17.264,60.04,59.51,2.655,15.0,-2.5,365.51,171.6,62.57,-82.36,10.0,210.42,56.7,72.64,-37.56,10.0,678.59,139.05,48.04,-92.24,10.0,617.6,87.84,-30.16,-31.02,10.0,627.55,426.1,7.27,-62.16,10.0,767.04,214.22,55.99,8.45,10.0,485.78,532.85,65.25,-17.47,10.0,62.38,194.19,-2.8,-63.33,10.0
17.281,59.82,59.63,2.612,15.0,-2.5,366.58,170.2,62.57,-82.36,10.0,211.65,56.07,72.64,-37.56,10.0,679.41,137.48,48.04,-92.24,10.0,617.08,87.31,-30.16,-31.02,10.0,627.67,425.04,7.27,-62.16,10.0,767.99,214.36,55.99,8.45,10.0,486.89,532.55,65.25,-17.47,10.0,62.34,193.11,-2.8,-63.33,10.0
17.297,59.61,59.76,2.572,15.0,-2.5,367.58,168.88,62.57,-82.36,10.0,212.82,55.46,72.64,-37.56,10.0,680.17,136.01,48.04,-92.24,10.0,616.6,86.82,-30.16,-31.02,10.0,627.79,424.05,7.27,-62.16,10.0,768.89,214.49,55.99,8.45,10.0,487.93,532.27,65.25,-17.47,10.0,62.29,192.1,-2.8,-63.33,10.0
17.314,59.41,59.91,2.53,15.0,-2.5,368.64,167.48,62.57,-82.36,10.0,214.05,54.83,72.64,-37.56,10.0,680.99,134.44,48.04,-92.24,10.0,616.09,86.29,-30.16,-31.02,10.0,627.91,422.99,7.27,-62.16,10.0,769.84,214.64,55.99,8.45,10.0,489.04,531.98,65.25,-17.47,10.0,62.24,191.03,-2.8,-63.33,10.0
17.331,59.2,60.07,2.487,15.0,-2.5,369.71,166.08,62.57,-82.36,10.0,215.29,54.19,72.64,-37.56,10.0,681.81,132.87,48.04,-92.24,10.0,615.57,85.76,-30.16,-31.02,10.0,628.03,421.93,7.27,-62.16,10.0,770.79,214.78,55.99,8.45,10.0,490.15,531.68,65.25,-17.47,10.0,62.2,189.95,-2.8,-63.33,10.0
17.347,59.02,60.22,2.447,15.0,-2.5,370.71,164.77,62.57,-82.36,10.0,216.45,53.59,72.64,-37.56,10.0,682.58,131.39,48.04,-92.24,10.0,615.09,85.27,-30.16,-31.02,10.0,628.15,420.94,7.27,-62.16,10.0,771.69,214.92,55.99,8.45,10.0,491.2,531.4,65.25,-17.47,10.0,62.15,188.94,-2.8,-63.33,10.0
